,who,text
216,Sue Gray,Sue Gray expected to deliver her report on No 10 parties to the UK PM without waiting for police inquiry to conclude https://t.co/bCuk71nusk
217,Gray,"London's Met Police investigating No 10 lockdown parties ask Sue Gray inquiry to make ""minimal reference"" to events they are investigating

https://t.co/J9Ki00Ipo4"
218,0,"Obituary: Barry Cryer, beloved personality who became one of the most prolific scriptwriters in British comedy https://t.co/0YX02ge3se"
219,0,"Comedian and writer Barry Cryer, known for his work on British TV and radio, dies aged 86 https://t.co/nKtRe05sg0"
220,0,"Liberal US Supreme Court Justice Stephen Breyer to retire later this year, reports say https://t.co/nYgCWGe05Y"
221,0,"“I can confirm that the Met is now investigating a number of events that took place at Downing Street and Whitehall in the last two years”

Met Police Commissioner Cressida Dick says force will investigate “potential breaches of Covid-19 regulations”

https://t.co/bfmMzPsqmn https://t.co/uetzxuEGVR"
222,0,"Lone gunman dead after injuring several people at university in Heidelberg, Germany, police say https://t.co/NzHjdeVP8o"
223,Ghani,"UK PM orders inquiry into claims by Conservative MP Nusrat Ghani that her Muslim faith was raised as reason why she was sacked as a minister in 2020

https://t.co/k4ygbqrreC"
224,0,"Meat Loaf, singer whose Bat Out Of Hell album is one of the best-selling of all time, dies aged 74 https://t.co/NRh422Sjls"
225,Ex-pope Benedict,"Ex-pope Benedict failed to act over four child abuse cases when he was archbishop of Munich, German probe into Catholic Church finds https://t.co/uYn8bhgvjD"
226,0,"Man remanded in custody charged with the murder of teacher Ashling Murphy in the Irish Republic

https://t.co/D7au1vhbh5"
227,0,Working from home advice to end and mandatory face mask rules to be dropped as England Covid restrictions eased https://t.co/7BgDPPYTBW
228,0,"Conservative MP Christian Wakeford moves to opposition party, Labour, as UK PM Boris Johnson prepares to face MPs in Prime Minister's Questions https://t.co/4EPzs8RCEO"
229,0,"Two teenagers arrested in England as part of investigation into hostage-taking at Texas synagogue released without charge, police say https://t.co/eKpKNB9Lzs"
230,0,"Irish police investigating death of teacher Ashling Murphy arrest a man in his 30s on suspicion of murder

https://t.co/TuiBYFP86N"
231,0,"Scotland's Covid rules to be further eased from Monday, with nightclubs reopening, large indoor events resuming and social distancing rules dropped

https://t.co/jZay2h8LvF"
232,"UK PM Boris Johnson ""","UK PM Boris Johnson ""categorically"" denies anyone warned him the No 10 drinks party broke lockdown rules https://t.co/UkQW3hnOWd"
233,0,"All houses destroyed on an island devastated by deadly tsunami, Tonga government says in first words since volcano erupted https://t.co/waTKeF17U4"
234,0,"British man, who took hostages at Texas synagogue, had been investigated by MI5 in 2020 but was no longer considered a threat https://t.co/q1gsGbHShu"
235,0,FBI names man killed after taking hostages at Texas synagogue as British citizen Malik Faisal Akram https://t.co/tlbqe8bmqJ
236,0,Judges reject tennis star Novak Djokovic's last-ditch appeal to remain in Australia https://t.co/Abwl8BPlLQ
237,0,Tennis star Novak Djokovic makes last-ditch court appeal to stay in Australia as deportation looms – follow live https://t.co/v3PBcHLQul
238,0,UK's former head of Cabinet Office Covid taskforce Kate Josephs apologises for having leaving drinks during Covid restrictions https://t.co/y0Uz9VcBBL
239,Downing Street,Downing Street apologises to the Queen for two parties held in Downing Street the night before Prince Philip's funeral https://t.co/ipzOyLVELs
240,0,"UK Prime Minister Boris Johnson's former director of communications James Slack apologises for “anger and hurt” caused by leaving event at No 10 on night before Prince Philip’s funeral 

https://t.co/qHzfMHVTSO"
241,0,"Australia cancels Novak Djokovic's visa again and intends to deport him, with a legal challenge now his only hope of defending Grand Slam https://t.co/zIegwCv380"
242,0,"Prince Andrew loses military titles and patronages, and will no longer be called HRH https://t.co/cWS8nPiFiv"
243,0,"Self-isolation period for people who test positive for Covid is being cut to five full days in England, Health Secretary Sajid Javid says

https://t.co/JJDiojUopY"
244,0,"Syrian man found guilty of crimes against humanity and sentenced to life by German court, in first criminal case brought over state-led torture in Syria

https://t.co/HCm8gqQjxr"
245,0,"Sir Jonathan Van-Tam to leave his role as England's deputy chief medical officer 

https://t.co/tvzrnb56yz"
246,Prince Andrew,"Prince Andrew fails in his bid to get US judge to dismiss civil case which alleges he sexually assaulted Virginia Giuffre

https://t.co/vOpN83YS0c"
247,Johnson,"UK Prime Minister Boris Johnson says he ""takes responsibility"" as he apologises for attending party in Downing Street garden, during lockdown in May 2020

https://t.co/XHF9jXIiY1"
248,0,"Restrictions on large outdoor events in Scotland to be lifted from Monday, allowing football and rugby fans to fully return to matches https://t.co/GjYlKkdBcM"
249,0,Novak Djokovic returns to tennis court after winning legal battle in Australia over visa https://t.co/Ky87x9wnB0
250,0,"The past seven years have been the hottest on record globally, EU satellite system data shows

https://t.co/sV2KJHVYaD"
251,0,"Tennis star Novak Djokovic wins court battle to stay in Australia and defend his Grand Slam title, after vaccine exemption row

https://t.co/NJIzaUu0XR"
252,0,"At least 19 people, including nine children, have died in a fire at a New York apartment building, officials say https://t.co/0cwE56VAn6"
253,0,"More than 150,000 people have now died within 28 days of a positive Covid test in the UK since the pandemic began https://t.co/QPUTmcIEZe"
254,0,"Life without parole for two white men who murdered black jogger Ahmaud Arbery as US judge condemns “chilling” killing
https://t.co/xXiDWeOJfb"
255,0,"Fourth Covid jab not yet needed as booster dose continues to provide high protection against severe disease, say UK advisers https://t.co/jXADjzAJWH"
256,0,"Shadow minister, and Labour MP for Birmingham Erdington, Jack Dromey has died aged 73

https://t.co/HdwqakWQvv"
257,0,"Remembering Sidney Poitier, the iconic actor and director https://t.co/dquNRowQRL"
258,0,"Sidney Poitier, the first black man to win a best actor Oscar, has died aged 94 https://t.co/ScqasK4TSe"
259,Djokovic,"Novak Djokovic thanks his family, Serbia and supporters in first message from detention hotel in Australia where he awaits deportation decision https://t.co/MNRwrbPrdA"
260,0,"Soldiers can now fire without warning in Kazakhstan, president says, as anti-government demonstrations continue https://t.co/owbBzLnQUc"
261,0,"Donald Trump ""refused to accept will of the American people"" and “created a web of lies”

US President Joe Biden blames the former president for the riot at the US Capitol one year ago

https://t.co/hUZyXyifJn"
262,visa,"Australia cancels visa of world tennis No.1 Novak Djokovic and intends to deport him on Thursday, with his lawyers expected to appeal https://t.co/Gd6hFulxKR"
263,0,PCR tests scrapped for people in England who have a positive lateral flow test but no Covid symptoms from 11 January https://t.co/rZu7ZEsSrh
264,0,"Sun shield fully deployed on James Webb Space Telescope, a major milestone for the $10bn mission https://t.co/CF7t93qIx9"
265,0,Ex-Silicon Valley CEO Elizabeth Holmes found guilty of conspiring to defraud investors over blood-testing start-up https://t.co/Fv5mq4c4Gx
266,0,Prince Andrew accuser Virginia Giuffre's 2009 settlement with sex offender Jeffrey Epstein is made public https://t.co/LbV7nKlmlE
267,US television 's Golden Girl Betty White,"US television's Golden Girl Betty White, celebrated for her comic acting over eight decades, dies aged 99 https://t.co/8bXpKiaKRT"
268,0,"Ghislaine Maxwell is convicted of grooming and trafficking teenage girls for abuse by Jeffrey Epstein
 
https://t.co/nTb1TzOX7a"
269,Javid,"There will be no further Covid restrictions in England before the new year, UK Health Secretary Sajid Javid says, but he urges people to ""remain cautious"" 

https://t.co/9cHhi9IJx6"
270,0,"Archbishop Desmond Tutu, the Nobel Peace prize laureate who helped end apartheid in South Africa, has died aged 90 https://t.co/vElRkWfdyj"
271,0,"The biggest space telescope ever built lifts off into orbit, opening a new era in astronomical exploration

https://t.co/Avm8M498ed"
272,Former US police officer Kim Potter,"Former US police officer Kim Potter found guilty of manslaughter for fatal shooting of black motorist Daunte Wright, after claiming she mistakenly drew her gun instead of Taser https://t.co/Xd46FfD59Y"
273,0,"People catching Omicron are 50 Percent to 70 Percent less likely to need hospital care compared with previous Covid variants, UK Health Security Agency analysis says https://t.co/eqRxHJlBl0"
274,0,"UK reports more than 100,000 daily Covid cases for the first time since mass-testing began during the pandemic https://t.co/R52zFj81pb"
275,0,"Covid vaccine should be offered to vulnerable five to 11 year olds in UK, government advisers say https://t.co/UofqYcikog"
276,0,"Wales to introduce new Covid restrictions from 26 December including rule of six in hospitality, cinemas and theatres and table service in pubs and restaurants

https://t.co/FImSTIRczo"
277,Johnson,"No further Covid restrictions for England before Christmas, UK PM Boris Johnson says – but he “can’t rule out any further measures after Christmas” https://t.co/qQYWwUtFth"
278,0,Edinburgh's Hogmanay street party and other large events in Scotland cancelled as Covid rules tightened https://t.co/GYk8DbB8Fm
279,0,EastEnders star Rose Ayling-Ellis becomes first deaf contestant to win BBC One's Strictly Come Dancing https://t.co/AywhRHmua0
280,UK Brexit minister Lord Frost,"UK Brexit minister Lord Frost has reportedly resigned from the government over its ""political direction"" https://t.co/gAlgcMWyUG"
281,0,Netherlands to enter into tight lockdown from Sunday to control spread of Omicron variant https://t.co/1A3QIqDjh2
282,UK 's top civil servant Simon Case,"UK's top civil servant Simon Case will no longer lead inquiry into lockdown parties in Downing Street, after it emerged an event was held in his own office

https://t.co/bmJ4dXKGUf"
283,0,27-year-old woman arrested on suspicion of child neglect after two sets of young twins killed in south London house fire https://t.co/2SL94rh5Cl
284,0,Liberal Democrats overcome huge Conservative majority to win North Shropshire by-election https://t.co/abYOgK77AI
285,0,"Four children die in house fire in Sutton, London fire commissioner says https://t.co/LoeaTtOK20"
286,0,"Nightclubs will close in Wales after Boxing Day and social distancing will be required in offices to limit Omicron variant, Welsh government announces https://t.co/BrS5t6FUNE"
287,0,"Bank of England raises interest rates for first time in more than three years, in response to surging inflation https://t.co/zqr1W7zSc5"
288,0,"Queen cancels pre-Christmas family lunch, with sources suggesting it could have put too many people's Christmas arrangements at risk https://t.co/8aTBQl26RW"
289,0,"Two children have died and others critically injured after falling from a bouncy castle that was blown into the air in Australia 

https://t.co/lNbplo93gB"
290,UK,"UK reports its highest number of daily coronavirus cases since pandemic began, with 78,610 people testing positive

https://t.co/6tY7Y7FEr9"
291,0,"Woman jailed for minimum of 25 years for murdering partner's 16-month-old daughter Star Hobson after causing ""catastrophic"" injuries 

https://t.co/1CnfXeNtoS"
292,Fuller,"Double murderer David Fuller who sexually abused more than 100 female corpses in two morgues in Kent told he will spend the rest of his life in jail

https://t.co/5wFZPQ2cHB"
293,0,"US Covid deaths pass 800,000, more recorded than any other country, amid concerns about the spread of Omicron as winter looms https://t.co/hhoi20ruVk"
294,0,"Covid passes for large venues like nightclubs in England win backing of MPs by 369 votes to 126, despite Conservative rebellion https://t.co/BMeYpLMESo"
295,0,"Belarusian opposition leader Sergei Tikhanovsky, who rallied mass protests against disputed leader Alexander Lukashenko, jailed after a trial condemned as a sham

https://t.co/AzdAFqVH5U"
296,0,"Woman found guilty of murdering her partner's 16-month-old toddler, Star Hobson, who died after months of abuse
 
https://t.co/GNgkBjmCZs"
297,0,"US citizen Anne Sacoolas will face London court in January charged with causing death of Harry Dunn by dangerous driving, prosecutors say https://t.co/Y3Z07wL9Ix"
298,0,Champions League draw declared void by European football's governing body Uefa and will be entirely redone at 14:00 GMT due to technical problem https://t.co/YTnSwL1nH6
299,0,"One person in the UK has died with Omicron variant of coronavirus, Prime Minister Boris Johnson confirms https://t.co/iHsKGdNQXf"
300,UK PM Boris Johnson,"""There is a tidal wave of Omicron coming,"" UK PM Boris Johnson warns, as he brings forward Covid booster vaccine target to end of December

https://t.co/Su6yIqCYN3"
301,UK 's Covid alert level,"UK's Covid alert level raised to level four due to the spread of Omicron variant, UK's chief medical officers say https://t.co/EfnyhHA02p"
302,0,"More than 70 people killed by tornadoes in US on Friday night, governor of Kentucky says https://t.co/YHH2qva7OX"
303,0,"UK faces substantial wave of Omicron infections in January without further restrictions, scientists suggest https://t.co/EPY2Dsex1u"
304,0,Dozens feared dead as tornadoes hit several US states including Kentucky and Illinois https://t.co/oLsnzzk6Ah
305,0,"Michael Nesmith, singer and guitarist with 1960's group The Monkees, dies aged 78 https://t.co/BkkXPF76wy"
306,0,Tests of Omicron variant in UK show third Covid vaccine booster dose offers 75 Percent protection against symptomatic infection https://t.co/CznPtPg6FZ
307,0,"WikiLeaks founder Julian Assange closer to being extradited from UK to US, after US government wins case https://t.co/iXAQU1ZtA2"
308,0,At least 54 killed and more than 100 injured after truck packed with people crashes in Mexico https://t.co/7c8W14HiMV
309,UK Prime Minister Boris Johnson and his wife Carrie,UK Prime Minister Boris Johnson and his wife Carrie announce birth of healthy baby girl https://t.co/u9vrXs6BS7
310,0,"People asked to work from home and face masks to be worn in more places, as part of Plan B restrictions for England announced by Prime Minister Boris Johnson

https://t.co/EAvOXhFJee"
311,Allegra Stratton,"@BBCPolitics ""I will regret those remarks for the rest of my days"" 

Allegra Stratton gives a tearful statement as she resigns as government adviser, after she was seen in video joking about lockdown Christmas party at No 10
https://t.co/xr1lLgIXwI https://t.co/Idqbe5vgtO"
312,UK government spokeswoman Allegra Stratton,"UK government spokeswoman Allegra Stratton resigns after she was seen in video joking about lockdown Christmas party in Downing Street 

https://t.co/Qjk1c65VXv"
313,"Chief of Defence Staff Gen Bipin Rawat , his wife and 11 others","Chief of Defence Staff Gen Bipin Rawat, his wife and 11 others were travelling in a helicopter that came down in hills near Coonoor

https://t.co/wNkGVOQbJT"
314,0,"India's top military commander dies in helicopter crash in south of the country

https://t.co/o7vRbxr1kc"
315,I,"“I was also furious to see that clip”

UK Prime Minister Boris Johnson begins #PMQs by addressing the video of Downing Street staff joking about a Christmas party - “I understand and share the anger,” he says, but adds ""no Covid rules were broken”

https://t.co/fCyKDLV3S6 https://t.co/pCaEGhindf"
316,0,UK Prime Minister Boris Johnson apologises for video where staff joked about lockdown Christmas party and orders inquiry into whether rules were broken https://t.co/4EWsfJSCdm
317,0,Suspect linked to murder of journalist Jamal Khashoggi arrested while trying to board a plane in France https://t.co/LV18kbkbhA
318,0,US announces diplomatic boycott of China's 2022 Winter Olympics in Beijing https://t.co/bEgpgArCD1
319,0,"Ousted Myanmar leader Aung San Suu Kyi sentenced to four years in prison

https://t.co/DuFdgQMvmt"
320,0,"Killing of Arthur Labinjo-Hughes to be subject of national review to protect other children from such evil crimes, UK government says https://t.co/sRgngojkTB"
321,Parents,"Parents of boy suspected of killing four students at a US high school charged with involuntary manslaughter, alleging several negligent actions they took https://t.co/rIYdJDeE3H"
322,Father of six - year - old Arthur Labinjo - Hughes,Father of six-year-old Arthur Labinjo-Hughes is jailed for 21 years and his partner for a minimum of 29 years over his torture and killing https://t.co/M3wJsprDrY
323,0,"Germany to ban unvaccinated people from large parts of public life, including many shops and events, Chancellor Angela Merkel says

https://t.co/x4runvn1My"
324,"Meghan , Duchess of Sussex ,","Meghan, Duchess of Sussex, wins latest stage in privacy fight against Mail on Sunday publisher over publication of her personal letter to her father https://t.co/X0fD3sZvh2"
325,0,"MI6 chief warns of Chinese ""debt traps and data traps"" and denies fall of Kabul was intelligence failure in first live broadcast interview https://t.co/fEvmpnOens"
326,0,"Twitter co-founder Jack Dorsey expected to step down as chief executive, media reports say https://t.co/Bh3fuwWKAs"
327,0,"Covid booster jabs should be offered to all UK over-18s as part of efforts to tackle new variant Omicron, government advisers say https://t.co/deAEWxXT0D"
328,0,"Third case of Omicron coronavirus variant identified in UK, health officials say, with more likely to be found in the coming days https://t.co/YUTuoXf42v"
329,0,"Obituary: Sir Frank Williams, Formula 1 icon and one of greatest team owners 

https://t.co/5HTcMO8shN"
330,0,"Formula 1 legend Sir Frank Williams, whose team became one of the most successful in the sport, has died https://t.co/DlusRbJWLG"
331,0,"Two people in the UK have been found to be infected with the new Covid variant, Omicron, health secretary says

https://t.co/nLhcTqwhQe"
332,0,"Obituary: Stephen Sondheim, legendary US composer and lyricist who became a giant of musical theatre

https://t.co/WIqpBPCoHo"
333,her father in Iraq,"Kurdish woman named Maryam, 24, is first victim of mass drowning in Channel to be identified, as her father in Iraq tells BBC of his grief https://t.co/XNksdEsjwv"
334,0,"US to restrict travel from South Africa and seven other African countries because of new coronavirus variant concerns

Latest: https://t.co/h0XGBnrQgT"
335,0,"New variant of concern, named Omicron by World Health Organization, has been identified in South Africa, Botswana, Belgium, Hong Kong and Israel

https://t.co/O4UkJkrxU0"
336,0,"Preliminary evidence suggests new Covid variant B.1.1.529 carries higher risk of reinfection than other variants, World Health Organization says
https://t.co/Nvv2xhkjmZ"
337,0,"European Union recommends member states suspend all air travel from southern African countries affected by new Covid variant 

https://t.co/5OH6fGkg66"
338,0,France cancels high-level migrant talks in protest at letter published by UK PM Boris Johnson https://t.co/YsmbiaitBf
339,0,Travellers arriving into UK from several southern African countries will have to quarantine amid warnings over a new Covid variant https://t.co/qZ0NX0RJ8x
340,0,"Death toll in fire at Siberian coal mine rises to 52, as rescue operation turns into tragedy, Russian media reports https://t.co/RRic722iLh"
341,0,"Five people have been arrested following the death of at least 27 people who died trying to cross the English Channel

Authorities have clarified the total number of people who have died

https://t.co/3ntWlfhMXH"
342,0,"Three US men are convicted in the murder of black jogger Ahmaud Arbery, who was chased and shot dead in Georgia https://t.co/T9KLw3gezX"
343,0,"""I'm shocked and appalled... by the loss of life""

Boris Johnson says ""thoughts and sympathies"" are with victims and their families, after many migrants drown trying to reach UK

Disaster underscores ""how dangerous it is"" to cross in this way, PM says

https://t.co/XkcS7uCWLV https://t.co/N92T0HrHAX"
344,0,"100 people with learning disabilities and autism in England have been held in specialist hospitals for at least 20 years, BBC learns

https://t.co/fnntpjrch8"
345,At least 30 migrants,"At least 30 migrants have died while heading for the UK, after their boat sank, Head of Port of Calais Jean-Marc Puissesseau says https://t.co/28FqMMVqK5"
346,migrants,"Several migrants headed for UK drown in English Channel near Calais after their boat sinks, French government says https://t.co/SU2v47eyGR"
347,0,France and Real Madrid footballer Karim Benzema found guilty of conspiring to blackmail former teammate with sex tape https://t.co/Yg6HJ5kY3q
348,I,"I'm sorry I targeted Prince Harry's ex-girlfriend, says private investigator in BBC documentary on royals' relationship with the press https://t.co/Nie9sFS5QD"
349,Bulb,"UK energy company Bulb, which has 1.7 million customers, announces it will enter administration https://t.co/Gu9CmW2PgE"
350,0,"At least five dead and more than 40 injured, including several children, after car drove into parade in US state of Wisconsin, police say
https://t.co/gHX6PXBaCM"
351,driver,"Taxi driver who survived Liverpool hospital bomb says it is a ""miracle” he is alive and he is “thankful that no-one else was injured"" https://t.co/DCxjg0RUU8"
352,0,"US teenager Kyle Rittenhouse, who shot and killed two men during racial justice protests, cleared of homicide after claiming self-defence https://t.co/IjqpqGpLvt"
353,0,US Vice-President Kamala Harris to become first woman to be given presidential powers while Joe Biden is under anaesthesia for routine colonoscopy https://t.co/nruNhVNJBv
354,migrants,"Belarus leader Alexander Lukashenko accepts migrants were helped to cross into Poland but denies inviting them, in an exclusive BBC interview https://t.co/GIFqPvf2er"
355,0,Austria brings in full national lockdown and makes vaccines compulsory after new wave of Covid infections https://t.co/Khgn04sI8K
356,0,Indian PM Narendra Modi has announced the repeal of three controversial farm laws after months of protests. https://t.co/4SzRwVojzi
357,0,"British F-35 fighter jet crashes during routine operation in Mediterranean - pilot ejected safely, UK Ministry of Defence says https://t.co/KykIww3AJH"
358,Liverpool bomber Emad Al Swealmeen,"Liverpool bomber Emad Al Swealmeen began making purchases for his attack in April, counter terror police believe https://t.co/MVQ4DDD6zj"
359,0,"Inflation in the UK, as measured by the Consumer Prices Index, hit 4.2 Percent in October - more than double the 2 Percent target https://t.co/m7tjSHQX4E"
360,0,"US President Joe Biden begins highly anticipated virtual meeting with Chinese counterpart Xi Jinping

https://t.co/Gvf16Vphrz"
361,0,Four men arrested over taxi explosion outside Liverpool hospital on Sunday released from police custody https://t.co/XZ85Y6GpVQ
362,Police,"Police say they believe the man killed in Sunday’s explosion outside Liverpool Women's Hospital was 32-year-old Emad Al Swealmeen

https://t.co/IzJC0XO1GN"
363,0,"UK terror threat level raised to severe from substantial, meaning attack is “highly likely”, in wake of Liverpool hospital blast 

https://t.co/juS5d95LN0"
364,An improvised explosive device,"""An improvised explosive device has been manufactured and our assumption so far is that it was built by the passenger in the taxi”

Head of Counter Terror North West Unit Russ Jackson confirms explosion in Liverpool was ""a terrorist incident”

https://t.co/vBq0GasLik https://t.co/h4CLE7ycuf"
365,0,Three men arrested under Terrorism Act after one person killed in car explosion outside Liverpool Women's Hospital https://t.co/zZj5zEz9vO
366,0,"""Glasgow has sounded the death knell for coal power""

UK PM Boris Johnson describes COP26 climate deal as a ""game-changing agreement that the world needed to see""

#COP26BBC https://t.co/BS2Zm6zSCS https://t.co/vIQwUt7uy5"
367,0,"Glasgow climate deal a ""game-changing agreement"" which sounds ""the death knell for coal power"", UK PM Boris Johnson says

#COP26BBC https://t.co/W2c4i5xeCf"
368,0,"New global climate deal agreed at COP26 in Glasgow after last-minute wrangling over agreement on cutting coal

#COP26BBC https://t.co/AHSufn7ppc"
369,The husband of British - Iranian detainee Nazanin Zaghari - Ratcliffe,The husband of British-Iranian detainee Nazanin Zaghari-Ratcliffe is ending his hunger strike after 21 days https://t.co/OZpg2PMT8W
370,0,"Negotiators from around the world working to strike a deal as 6pm deadline to reach agreement at COP26 passes

Follow the latest developments

#COP26BBC https://t.co/skbmlOoVXH"
371,0,"US journalist Danny Fenster sentenced to 11 years in jail by Myanmar military court

https://t.co/A6PNGRybLJ"
372,0,Queen to attend Remembrance Sunday service in central London following break from engagements on medical advice https://t.co/rzrLboA9Qr
373,0,Yorkshire's chief executive Mark Arthur resigns over cricket club's response to racism experienced by former player Azeem Rafiq https://t.co/MAyN8duZA1
374,0,"FW de Klerk - the last president of a segregated South Africa, who freed Nelson Mandela - has died aged 85

https://t.co/lyumDjNy19"
375,pledge,"China and US pledge to work together on climate action, saying they recognise ""the urgency of the climate crisis"" 

#COP26BBC https://t.co/pStt2LY5Go"
376,0,"First draft of COP26 climate summit agreement published, urging countries to cut emissions to avoid temperature rises of above 1.5C
#COP26BBC

https://t.co/sZWPiFFnUg"
377,0,At least eight people killed and many injured after crowd surge at US music festival https://t.co/oCCNRWAM4J
378,0,"US Congress passes $1tn infrastructure bill, delivering a major domestic victory for President Joe Biden https://t.co/uhCVVVnHRp"
379,0,"Climate activist Greta Thunberg labels COP26 a ""failure"", and tells rally of protesters the conference is a ""PR exercise"" https://t.co/oFChvZ69uw"
380,0,"Experimental pill, developed by Pfizer to treat Covid, cuts risk of hospitalisation or death by 89 Percent in vulnerable adults, clinical trials suggest https://t.co/iMN6IDsfnL"
381,Yorkshire chairman Roger Hutton,Yorkshire chairman Roger Hutton resigns over the cricket club's response to racism experienced by former player Azeem Rafiq https://t.co/9bC8cVrtzs
382,"Entertainer , presenter and dancer Lionel Blair","Entertainer, presenter and dancer Lionel Blair has died aged 92, his agent says https://t.co/E6l3mZph1j"
383,0,Yorkshire County Cricket Club suspended from hosting England matches following racism allegations made by former player Azeem Rafiq https://t.co/EBvcu7HP67
384,0,"Conservative MP Owen Paterson, at centre of UK government lobbying row, is to resign, saying last few days have been ""intolerable"" https://t.co/eqYGuT8fvZ"
385,0,"UK becomes first country to approve ""game-changing"" pill to treat symptomatic Covid in the most vulnerable patients https://t.co/Zmiov4BKVV"
386,0,Missing four-year-old Cleo Smith found alive in Australia more than two weeks after vanishing from remote campsite https://t.co/JbZNkwcXsp
387,0,"Former Fifa officials Sepp Blatter and Michel Platini charged with fraud and other offences in Switzerland

https://t.co/YB6yR0t6Qk"
388,0,"At least 80 countries sign up to pledge to slash emissions of methane, a major driver of climate change

#COP26BBC https://t.co/oLphXAUBYB"
389,0,"Two police officers plead guilty to taking and sharing photos of the bodies of two sisters found in a London park

https://t.co/9CMpWn7fDO"
390,0,"First major deal at COP26 climate summit sees 100 nations promise to end deforestation by 2030 and protect ""lungs of our planet""

#COP26BBC https://t.co/8As3QgLRLH"
391,0,"Queen urges world leaders at Glasgow COP26 climate summit to ""achieve true statesmanship"" and create a ""safer, stabler future"" for the planet

#COP26BBC https://t.co/YQcwLe3Id4"
392,0,"More than five million people have died of Covid-19 worldwide since start of pandemic, according to Johns Hopkins University https://t.co/7kRkBxMMNy"
393,0,"Representatives from 200 countries gather in Glasgow, Scotland, at COP26 climate conference - aiming to help solve the challenge of global warming

#COP26BBC https://t.co/FzkABRXMjc"
394,0,"A number of passengers have been injured in a crash between two trains near Salisbury, UK

https://t.co/RWEwpk2zTV"
395,0,"Three people have died and one is in a critical condition in hospital after a group of paddleboarders got into difficulty in a river in south Wales

https://t.co/QstAvdUrgL"
396,Facebook,"Facebook changes its name to Meta in major rebrand

https://t.co/ZNihT6HEhK"
397,0,"Organiser of flight, in which footballer Emiliano Sala and pilot David Ibbotson died, found guilty by majority verdict of endangering safety of an aircraft

https://t.co/BJA8rxepCA"
398,0,Killer who randomly murdered sisters Nicole Smallman and Bibaa Henry in north-west London jailed for life https://t.co/IhhIo85A9O
399,0,"Middle-income families in UK set to be worse off next year amid rising costs and tax rises, independent economic think tank says https://t.co/ODS83EUlKk"
400,0,"'Historic change' to alcohol taxes in Britain, with cheaper sparkling wine and draught beer reduced by 3p per pint, UK Chancellor Rishi Sunak announces in Budget speech

https://t.co/VLuRxcVSoX"
401,0,"US health experts back use of Pfizer Covid vaccine for children aged five to 11, paving the way for full authorisation and rollout

https://t.co/766TsjvE1u"
402,Smallman,"Met Police will apologise to family of the two murdered sisters Bibaa Henry and Nicole Smallman, for failings in the way it responded when they were reported missing

https://t.co/gp9CibdqMa"
403,0,"Alec Baldwin says ""there are no words to convey my shock and sadness"" after fatal shooting of Halyna Hutchins on film set https://t.co/gsImGyofSR"
404,Hollywood actor Alec Baldwin,A woman has died after Hollywood actor Alec Baldwin discharged a prop gun on the set of his new film Rust - police https://t.co/GCAVjLLmqD
405,0,"Human remains found in Florida park are those of Brian Laundrie, missing fiancé of murdered blogger Gabby Petito, FBI confirms https://t.co/jzMXpdSmR0"
406,0,"The Queen is back at Windsor Castle and ""in good spirits"" after spending Wednesday night in hospital for checks, Buckingham Palace says https://t.co/Hm3XqkPxJo"
407,0,"Ali Harbi Ali, 25, charged with murder of MP Sir David Amess and the preparation of terrorist acts

https://t.co/vJensaBlF4"
408,0,"""Items of interest"" linked to fiancé of murdered US blogger Gabbi Petito found in Florida park, FBI say https://t.co/AjQiYdQd5M"
409,0,"Gunman who killed 17 people in Parkland, Florida, in one of the deadliest US school shootings pleads guilty to murder, and could face the death penalty

https://t.co/EMKvrzSdql"
410,0,"Multiple failures by UK police and prosecutors meant child abuse allegations against late peer Lord Janner were not properly investigated, inquiry finds https://t.co/1cct9YW7vJ"
411,Southend - on - Sea,"UK PM Boris Johnson says Queen has agreed that Southend-on-Sea will be ""accorded the city status it so clearly deserves"", in honour of MP Sir David Amess, who had long campaigned for the change

https://t.co/Pa77GfgBoY https://t.co/9EF9x36XIh"
412,0,"UK PM Boris Johnson announces Southend-on-Sea will be given city status by the Queen, fulfilling a long-held ambition of the late MP Sir David Amess, who was fatally stabbed on Friday https://t.co/IJ8TqkYlhk"
413,0,"Obituary: Colin Powell, from humble background to first African-American US secretary of state https://t.co/KZ3ayP32s7"
414,0,"Colin Powell, the first African-American US Secretary of State, has died aged 84 due to Covid complications https://t.co/tPB7ow5jgv"
415,0,"""Our hearts are shattered"" - the family of Essex MP Sir David Amess call on people to ""set aside hatred"" https://t.co/R4GH8SyJRL"
416,0,Man arrested on suspicion of murdering MP Sir David Amess - Ali Harbi Ali - is further detained under Terrorism Act https://t.co/7UQ88CnWoq
417,0,The fatal stabbing of Conservative MP Sir David Amess in Essex is declared a terrorist incident by police https://t.co/Kw8i3n3od5
418,Boris Johnson,"""He was one of the kindest, nicest, most gentle people in politics""

PM Boris Johnson pays tribute to Sir David Amess, who was killed after being stabbed in his constituency: We’ve lost today a fine public servant and a much-loved friend colleague

https://t.co/ItKZ7yxQQo https://t.co/VQ0erq280r"
419,0,"Obituary: Sir David Amess, the prominent campaigner https://t.co/J3wz68d69j"
420,MP Sir David Amess,"Conservative MP Sir David Amess dies after being stabbed at his constituency surgery in Essex, UK https://t.co/cTmjMXkGr4"
